environment,seed,timesteps,episode_return,episode_length
Standard,42,945,4.0,4
Standard,42,950,5.0,5
Standard,42,955,5.0,5
Standard,42,965,10.0,10
Standard,42,970,5.0,5
Standard,42,975,5.0,5
Standard,42,981,6.0,6
Standard,42,986,5.0,5
Standard,42,991,5.0,5
Standard,42,995,4.0,4
Standard,42,1000,5.0,5
Standard,42,1008,8.0,8
Standard,42,1013,5.0,5
Standard,42,1016,3.0,3
Standard,42,1020,4.0,4
Standard,42,1023,3.0,3
Standard,42,1028,5.0,5
Standard,42,1038,10.0,10
Standard,42,1045,7.0,7
Standard,42,1050,5.0,5
Standard,42,1056,6.0,6
Standard,42,1066,10.0,10
Standard,42,1072,6.0,6
Standard,42,1078,6.0,6
Standard,42,1084,6.0,6
Standard,42,1092,8.0,8
Standard,42,1107,15.0,15
Standard,42,1114,7.0,7
Standard,42,1122,8.0,8
Standard,42,1130,8.0,8
Standard,42,1134,4.0,4
Standard,42,1138,4.0,4
Standard,42,1145,7.0,7
Standard,42,1150,5.0,5
Standard,42,1159,9.0,9
Standard,42,1166,7.0,7
Standard,42,1179,13.0,13
Standard,42,1184,5.0,5
Standard,42,1191,7.0,7
Standard,42,1209,18.0,18
Standard,42,1216,7.0,7
Standard,42,1233,17.0,17
Standard,42,1252,19.0,19
Standard,42,1263,11.0,11
Standard,42,1270,7.0,7
Standard,42,1276,6.0,6
Standard,42,1283,7.0,7
Standard,42,1289,6.0,6
Standard,42,1296,7.0,7
Standard,42,1302,6.0,6
Standard,42,1308,6.0,6
Standard,42,1316,8.0,8
Standard,42,1324,8.0,8
Standard,42,1331,7.0,7
Standard,42,1338,7.0,7
Standard,42,1349,11.0,11
Standard,42,1356,7.0,7
Standard,42,1364,8.0,8
Standard,42,1373,9.0,9
Standard,42,1378,5.0,5
Standard,42,1384,6.0,6
Standard,42,1390,6.0,6
Standard,42,1393,3.0,3
Standard,42,1405,12.0,12
Standard,42,1411,6.0,6
Standard,42,1418,7.0,7
Standard,42,1432,14.0,14
Standard,42,1445,13.0,13
Standard,42,1450,5.0,5
Standard,42,1455,5.0,5
Standard,42,1463,8.0,8
Standard,42,1478,15.0,15
Standard,42,1483,5.0,5
Standard,42,1489,6.0,6
Standard,42,1493,4.0,4
Standard,42,1498,5.0,5
Standard,42,1508,10.0,10
Standard,42,1513,5.0,5
Standard,42,1519,6.0,6
Standard,42,1524,5.0,5
Standard,42,1530,6.0,6
Standard,42,1537,7.0,7
Standard,42,1547,10.0,10
Standard,42,1555,8.0,8
Standard,42,1564,9.0,9
Standard,42,1571,7.0,7
Standard,42,1580,9.0,9
Standard,42,1587,7.0,7
Standard,42,1592,5.0,5
Standard,42,1599,7.0,7
Standard,42,1606,7.0,7
Standard,42,1612,6.0,6
Standard,42,1620,8.0,8
Standard,42,1625,5.0,5
Standard,42,1633,8.0,8
Standard,42,1637,4.0,4
Standard,42,1644,7.0,7
Standard,42,1654,10.0,10
Standard,42,1660,6.0,6
Standard,42,1668,8.0,8
Standard,42,1672,4.0,4
Standard,42,1687,15.0,15
Standard,42,1701,14.0,14
Standard,42,1706,5.0,5
Standard,42,1714,8.0,8
Standard,42,1723,9.0,9
Standard,42,1727,4.0,4
Standard,42,1740,13.0,13
Standard,42,1747,7.0,7
Standard,42,1754,7.0,7
Standard,42,1759,5.0,5
Standard,42,1765,6.0,6
Standard,42,1772,7.0,7
Standard,42,1778,6.0,6
Standard,42,1782,4.0,4
Standard,42,1792,10.0,10
Standard,42,1798,6.0,6
Standard,42,1812,14.0,14
Standard,42,1825,13.0,13
Standard,42,1829,4.0,4
Standard,42,1833,4.0,4
Standard,42,1838,5.0,5
Standard,42,1843,5.0,5
Standard,42,1848,5.0,5
Standard,42,1854,6.0,6
Standard,42,1862,8.0,8
Standard,42,1872,10.0,10
Standard,42,1876,4.0,4
Standard,42,1879,3.0,3
Standard,42,1885,6.0,6
Standard,42,1905,20.0,20
Standard,42,1912,7.0,7
Standard,42,1927,15.0,15
Standard,42,1940,13.0,13
Standard,42,1950,10.0,10
Standard,42,1956,6.0,6
Standard,42,1961,5.0,5
Standard,42,1978,17.0,17
Standard,42,1984,6.0,6
Standard,42,1999,15.0,15
Standard,42,2006,7.0,7
Standard,42,2011,5.0,5
Standard,42,2018,7.0,7
Standard,42,2025,7.0,7
Standard,42,2031,6.0,6
Standard,42,2041,10.0,10
Standard,42,2050,9.0,9
Standard,42,2068,18.0,18
Standard,42,2073,5.0,5
Standard,42,2078,5.0,5
Standard,42,2083,5.0,5
Standard,42,2094,11.0,11
Standard,42,2105,11.0,11
Standard,42,2122,17.0,17
Standard,42,2139,17.0,17
Standard,42,2149,10.0,10
Standard,42,2156,7.0,7
Standard,42,2164,8.0,8
Standard,42,2171,7.0,7
Standard,42,2178,7.0,7
Standard,42,2183,5.0,5
Standard,42,2199,16.0,16
Standard,42,2204,5.0,5
Standard,42,2209,5.0,5
Standard,42,2221,12.0,12
Standard,42,2229,8.0,8
Standard,42,2237,8.0,8
Standard,42,2248,11.0,11
Standard,42,2252,4.0,4
Standard,42,2262,10.0,10
Standard,42,2270,8.0,8
Standard,42,2275,5.0,5
Standard,42,2287,12.0,12
Standard,42,2300,13.0,13
Standard,42,2308,8.0,8
Standard,42,2312,4.0,4
Standard,42,2322,10.0,10
Standard,42,2330,8.0,8
Standard,42,2352,22.0,22
Standard,42,2361,9.0,9
Standard,42,2365,4.0,4
Standard,42,2393,28.0,28
Standard,42,2413,20.0,20
Standard,42,2426,13.0,13
Standard,42,2441,15.0,15
Standard,42,2447,6.0,6
Standard,42,2459,12.0,12
Standard,42,2465,6.0,6
Standard,42,2470,5.0,5
Standard,42,2482,12.0,12
Standard,42,2487,5.0,5
Standard,42,2495,8.0,8
Standard,42,2499,4.0,4
Standard,42,2505,6.0,6
Standard,42,2509,4.0,4
Standard,42,2513,4.0,4
Standard,42,2522,9.0,9
Standard,42,2531,9.0,9
Standard,42,2542,11.0,11
Standard,42,2575,33.0,33
Standard,42,2581,6.0,6
Standard,42,2589,8.0,8
Standard,42,2595,6.0,6
Standard,42,2602,7.0,7
Standard,42,2612,10.0,10
Standard,42,2621,9.0,9
Standard,42,2627,6.0,6
Standard,42,2636,9.0,9
Standard,42,2646,10.0,10
Standard,42,2656,10.0,10
Standard,42,2668,12.0,12
Standard,42,2682,14.0,14
Standard,42,2689,7.0,7
Standard,42,2694,5.0,5
Standard,42,2715,21.0,21
Standard,42,2719,4.0,4
Standard,42,2733,14.0,14
Standard,42,2740,7.0,7
Standard,42,2746,6.0,6
Standard,42,2761,15.0,15
Standard,42,2767,6.0,6
Standard,42,2787,20.0,20
Standard,42,2800,13.0,13
Standard,42,2810,10.0,10
Standard,42,2814,4.0,4
Standard,42,2818,4.0,4
Standard,42,2827,9.0,9
Standard,42,2837,10.0,10
Standard,42,2845,8.0,8
Standard,42,2850,5.0,5
Standard,42,2857,7.0,7
Standard,42,2871,14.0,14
Standard,42,2876,5.0,5
Standard,42,2899,23.0,23
Standard,42,2906,7.0,7
Standard,42,2911,5.0,5
Standard,42,2922,11.0,11
Standard,42,2930,8.0,8
Standard,42,2943,13.0,13
Standard,42,2953,10.0,10
Standard,42,2960,7.0,7
Standard,42,2973,13.0,13
Standard,42,2978,5.0,5
Standard,42,2985,7.0,7
Standard,42,2994,9.0,9
Standard,42,3029,35.0,35
Standard,42,3043,14.0,14
Standard,42,3056,13.0,13
Standard,42,3064,8.0,8
Standard,42,3072,8.0,8
Standard,42,3077,5.0,5
Standard,42,3082,5.0,5
Standard,42,3090,8.0,8
Standard,42,3095,5.0,5
Standard,42,3099,4.0,4
Standard,42,3112,13.0,13
Standard,42,3119,7.0,7
Standard,42,3123,4.0,4
Standard,42,3128,5.0,5
Standard,42,3144,16.0,16
Standard,42,3161,17.0,17
Standard,42,3166,5.0,5
Standard,42,3174,8.0,8
Standard,42,3183,9.0,9
Standard,42,3192,9.0,9
Standard,42,3195,3.0,3
Standard,42,3205,10.0,10
Standard,42,3218,13.0,13
Standard,42,3225,7.0,7
Standard,42,3238,13.0,13
Standard,42,3246,8.0,8
Standard,42,3252,6.0,6
Standard,42,3270,18.0,18
Standard,42,3281,11.0,11
Standard,42,3287,6.0,6
Standard,42,3294,7.0,7
Standard,42,3301,7.0,7
Standard,42,3321,20.0,20
Standard,42,3336,15.0,15
Standard,42,3340,4.0,4
Standard,42,3349,9.0,9
Standard,42,3368,19.0,19
Standard,42,3390,22.0,22
Standard,42,3401,11.0,11
Standard,42,3416,15.0,15
Standard,42,3425,9.0,9
Standard,42,3438,13.0,13
Standard,42,3454,16.0,16
Standard,42,3459,5.0,5
Standard,42,3469,10.0,10
Standard,42,3475,6.0,6
Standard,42,3481,6.0,6
Standard,42,3500,19.0,19
Standard,42,3506,6.0,6
Standard,42,3526,20.0,20
Standard,42,3533,7.0,7
Standard,42,3543,10.0,10
Standard,42,3547,4.0,4
Standard,42,3553,6.0,6
Standard,42,3559,6.0,6
Standard,42,3576,17.0,17
Standard,42,3592,16.0,16
Standard,42,3596,4.0,4
Standard,42,3611,15.0,15
Standard,42,3634,23.0,23
Standard,42,3651,17.0,17
Standard,42,3657,6.0,6
Standard,42,3663,6.0,6
Standard,42,3668,5.0,5
Standard,42,3681,13.0,13
Standard,42,3693,12.0,12
Standard,42,3704,11.0,11
Standard,42,3722,18.0,18
Standard,42,3727,5.0,5
Standard,42,3734,7.0,7
Standard,42,3740,6.0,6
Standard,42,3747,7.0,7
Standard,42,3755,8.0,8
Standard,42,3770,15.0,15
Standard,42,3778,8.0,8
Standard,42,3783,5.0,5
Standard,42,3795,12.0,12
Standard,42,3799,4.0,4
Standard,42,3804,5.0,5
Standard,42,3810,6.0,6
Standard,42,3818,8.0,8
Standard,42,3823,5.0,5
Standard,42,3834,11.0,11
Standard,42,3848,14.0,14
Standard,42,3859,11.0,11
Standard,42,3867,8.0,8
Standard,42,3879,12.0,12
Standard,42,3888,9.0,9
Standard,42,3892,4.0,4
Standard,42,3922,30.0,30
Standard,42,3945,23.0,23
Standard,42,3959,14.0,14
Standard,42,3964,5.0,5
Standard,42,3978,14.0,14
Standard,42,3984,6.0,6
Standard,42,4014,30.0,30
Standard,42,4018,4.0,4
Standard,42,4022,4.0,4
Standard,42,4037,15.0,15
Standard,42,4053,16.0,16
Standard,42,4059,6.0,6
Standard,42,4066,7.0,7
Standard,42,4075,9.0,9
Standard,42,4081,6.0,6
Standard,42,4091,10.0,10
Standard,42,4097,6.0,6
Standard,42,4136,39.0,39
Standard,42,4146,10.0,10
Standard,42,4151,5.0,5
Standard,42,4162,11.0,11
Standard,42,4167,5.0,5
Standard,42,4173,6.0,6
Standard,42,4179,6.0,6
Standard,42,4196,17.0,17
Standard,42,4210,14.0,14
Standard,42,4219,9.0,9
Standard,42,4229,10.0,10
Standard,42,4241,12.0,12
Standard,42,4253,12.0,12
Standard,42,4258,5.0,5
Standard,42,4286,28.0,28
Standard,42,4294,8.0,8
Standard,42,4315,21.0,21
Standard,42,4319,4.0,4
Standard,42,4333,14.0,14
Standard,42,4347,14.0,14
Standard,42,4364,17.0,17
Standard,42,4387,23.0,23
Standard,42,4415,28.0,28
Standard,42,4429,14.0,14
Standard,42,4436,7.0,7
Standard,42,4448,12.0,12
Standard,42,4452,4.0,4
Standard,42,4463,11.0,11
Standard,42,4469,6.0,6
Standard,42,4475,6.0,6
Standard,42,4489,14.0,14
Standard,42,4524,35.0,35
Standard,42,4529,5.0,5
Standard,42,4547,18.0,18
Standard,42,4576,29.0,29
Standard,42,4604,28.0,28
Standard,42,4620,16.0,16
Standard,42,4638,18.0,18
Standard,42,4658,20.0,20
Standard,42,4670,12.0,12
Standard,42,4678,8.0,8
Standard,42,4711,33.0,33
Standard,42,4755,44.0,44
Standard,42,4763,8.0,8
Standard,42,4768,5.0,5
Standard,42,4785,17.0,17
Standard,42,4795,10.0,10
Standard,42,4813,18.0,18
Standard,42,4827,14.0,14
Standard,42,4842,15.0,15
Standard,42,4848,6.0,6
Standard,42,4887,39.0,39
Standard,42,4910,23.0,23
Standard,42,4918,8.0,8
Standard,42,4930,12.0,12
Standard,42,4941,11.0,11
Standard,42,4947,6.0,6
Standard,42,4958,11.0,11
Standard,42,4964,6.0,6
Standard,42,4977,13.0,13
Standard,42,5001,24.0,24
Standard,42,5023,22.0,22
Standard,42,5054,31.0,31
Standard,42,5060,6.0,6
Standard,42,5069,9.0,9
Standard,42,5074,5.0,5
Standard,42,5091,17.0,17
Standard,42,5101,10.0,10
Standard,42,5127,26.0,26
Standard,42,5148,21.0,21
Standard,42,5164,16.0,16
Standard,42,5172,8.0,8
Standard,42,5203,31.0,31
Standard,42,5221,18.0,18
Standard,42,5232,11.0,11
Standard,42,5238,6.0,6
Standard,42,5243,5.0,5
Standard,42,5253,10.0,10
Standard,42,5261,8.0,8
Standard,42,5269,8.0,8
Standard,42,5278,9.0,9
Standard,42,5287,9.0,9
Standard,42,5297,10.0,10
Standard,42,5332,35.0,35
Standard,42,5357,25.0,25
Standard,42,5372,15.0,15
Standard,42,5385,13.0,13
Standard,42,5408,23.0,23
Standard,42,5416,8.0,8
Standard,42,5440,24.0,24
Standard,42,5451,11.0,11
Standard,42,5473,22.0,22
Standard,42,5488,15.0,15
Standard,42,5497,9.0,9
Standard,42,5504,7.0,7
Standard,42,5510,6.0,6
Standard,42,5524,14.0,14
Standard,42,5538,14.0,14
Standard,42,5548,10.0,10
Standard,42,5555,7.0,7
Standard,42,5563,8.0,8
Standard,42,5567,4.0,4
Standard,42,5574,7.0,7
Standard,42,5587,13.0,13
Standard,42,5604,17.0,17
Standard,42,5638,34.0,34
Standard,42,5679,41.0,41
Standard,42,5688,9.0,9
Standard,42,5709,21.0,21
Standard,42,5724,15.0,15
Standard,42,5736,12.0,12
Standard,42,5753,17.0,17
Standard,42,5764,11.0,11
Standard,42,5780,16.0,16
Standard,42,5813,33.0,33
Standard,42,5828,15.0,15
Standard,42,5836,8.0,8
Standard,42,5847,11.0,11
Standard,42,5870,23.0,23
Standard,42,5875,5.0,5
Standard,42,5923,48.0,48
Standard,42,5933,10.0,10
Standard,42,5948,15.0,15
Standard,42,5966,18.0,18
Standard,42,5989,23.0,23
Standard,42,5999,10.0,10
Standard,42,6012,13.0,13
Standard,42,6021,9.0,9
Standard,42,6048,27.0,27
Standard,42,6062,14.0,14
Standard,42,6093,31.0,31
Standard,42,6099,6.0,6
Standard,42,6115,16.0,16
Standard,42,6126,11.0,11
Standard,42,6149,23.0,23
Standard,42,6193,44.0,44
Standard,42,6208,15.0,15
Standard,42,6222,14.0,14
Standard,42,6284,62.0,62
Standard,42,6292,8.0,8
Standard,42,6348,56.0,56
Standard,42,6359,11.0,11
Standard,42,6379,20.0,20
Standard,42,6400,21.0,21
Standard,42,6413,13.0,13
Standard,42,6429,16.0,16
Standard,42,6448,19.0,19
Standard,42,6480,32.0,32
Standard,42,6520,40.0,40
Standard,42,6559,39.0,39
Standard,42,6585,26.0,26
Standard,42,6600,15.0,15
Standard,42,6615,15.0,15
Standard,42,6623,8.0,8
Standard,42,6646,23.0,23
Standard,42,6653,7.0,7
Standard,42,6668,15.0,15
Standard,42,6688,20.0,20
Standard,42,6706,18.0,18
Standard,42,6717,11.0,11
Standard,42,6752,35.0,35
Standard,42,6801,49.0,49
Standard,42,6805,4.0,4
Standard,42,6811,6.0,6
Standard,42,6837,26.0,26
Standard,42,6846,9.0,9
Standard,42,6867,21.0,21
Standard,42,6885,18.0,18
Standard,42,6946,61.0,61
Standard,42,7001,55.0,55
Standard,42,7021,20.0,20
Standard,42,7037,16.0,16
Standard,42,7060,23.0,23
Standard,42,7078,18.0,18
Standard,42,7115,37.0,37
Standard,42,7174,59.0,59
Standard,42,7179,5.0,5
Standard,42,7214,35.0,35
Standard,42,7241,27.0,27
Standard,42,7253,12.0,12
Standard,42,7289,36.0,36
Standard,42,7297,8.0,8
Standard,42,7314,17.0,17
Standard,42,7350,36.0,36
Standard,42,7388,38.0,38
Standard,42,7410,22.0,22
Standard,42,7417,7.0,7
Standard,42,7442,25.0,25
Standard,42,7493,51.0,51
Standard,42,7529,36.0,36
Standard,42,7560,31.0,31
Standard,42,7577,17.0,17
Standard,42,7650,73.0,73
Standard,42,7694,44.0,44
Standard,42,7723,29.0,29
Standard,42,7734,11.0,11
Standard,42,7773,39.0,39
Standard,42,7779,6.0,6
Standard,42,7787,8.0,8
Standard,42,7829,42.0,42
Standard,42,7864,35.0,35
Standard,42,7869,5.0,5
Standard,42,7886,17.0,17
Standard,42,7903,17.0,17
Standard,42,7939,36.0,36
Standard,42,7962,23.0,23
Standard,42,7976,14.0,14
Standard,42,7985,9.0,9
Standard,42,8000,15.0,15
Standard,42,8015,15.0,15
Standard,42,8035,20.0,20
Standard,42,8040,5.0,5
Standard,42,8055,15.0,15
Standard,42,8105,50.0,50
Standard,42,8132,27.0,27
Standard,42,8147,15.0,15
Standard,42,8166,19.0,19
Standard,42,8173,7.0,7
Standard,42,8208,35.0,35
Standard,42,8238,30.0,30
Standard,42,8254,16.0,16
Standard,42,8270,16.0,16
Standard,42,8281,11.0,11
Standard,42,8328,47.0,47
Standard,42,8349,21.0,21
Standard,42,8363,14.0,14
Standard,42,8377,14.0,14
Standard,42,8386,9.0,9
Standard,42,8446,60.0,60
Standard,42,8500,54.0,54
Standard,42,8505,5.0,5
Standard,42,8521,16.0,16
Standard,42,8528,7.0,7
Standard,42,8540,12.0,12
Standard,42,8561,21.0,21
Standard,42,8651,90.0,90
Standard,42,8681,30.0,30
Standard,42,8714,33.0,33
Standard,42,8790,76.0,76
Standard,42,8823,33.0,33
Standard,42,8900,77.0,77
Standard,42,8947,47.0,47
Standard,42,8994,47.0,47
Standard,42,9027,33.0,33
Standard,42,9037,10.0,10
Standard,42,9085,48.0,48
Standard,42,9129,44.0,44
Standard,42,9155,26.0,26
Standard,42,9197,42.0,42
Standard,42,9244,47.0,47
Standard,42,9294,50.0,50
Standard,42,9366,72.0,72
Standard,42,9396,30.0,30
Standard,42,9443,47.0,47
Standard,42,9461,18.0,18
Standard,42,9468,7.0,7
Standard,42,9526,58.0,58
Standard,42,9565,39.0,39
Standard,42,9570,5.0,5
Standard,42,9609,39.0,39
Standard,42,9621,12.0,12
Standard,42,9677,56.0,56
Standard,42,9710,33.0,33
Standard,42,9731,21.0,21
Standard,42,9746,15.0,15
Standard,42,9781,35.0,35
Standard,42,9841,60.0,60
Standard,42,9902,61.0,61
Standard,42,9943,41.0,41
Standard,42,9981,38.0,38
Standard,42,10049,68.0,68
Standard,42,10078,29.0,29
Standard,42,10142,64.0,64
Standard,42,10204,62.0,62
Standard,42,10240,36.0,36
Standard,42,10275,35.0,35
Standard,42,10317,42.0,42
Standard,42,10372,55.0,55
Standard,42,10424,52.0,52
Standard,42,10454,30.0,30
Standard,42,10571,117.0,117
Standard,42,10643,72.0,72
Standard,42,10714,71.0,71
Standard,42,10739,25.0,25
Standard,42,10816,77.0,77
Standard,42,10824,8.0,8
Standard,42,10839,15.0,15
Standard,42,10892,53.0,53
Standard,42,10957,65.0,65
Standard,42,11030,73.0,73
Standard,42,11038,8.0,8
Standard,42,11099,61.0,61
Standard,42,11107,8.0,8
Standard,42,11159,52.0,52
Standard,42,11222,63.0,63
Standard,42,11284,62.0,62
Standard,42,11397,113.0,113
Standard,42,11455,58.0,58
Standard,42,11520,65.0,65
Standard,42,11577,57.0,57
Standard,42,11616,39.0,39
Standard,42,11663,47.0,47
Standard,42,11718,55.0,55
Standard,42,11787,69.0,69
Standard,42,11836,49.0,49
Standard,42,11880,44.0,44
Standard,42,11930,50.0,50
Standard,42,11977,47.0,47
Standard,42,11986,9.0,9
Standard,42,12020,34.0,34
Standard,42,12025,5.0,5
Standard,42,12078,53.0,53
Standard,42,12126,48.0,48
Standard,42,12179,53.0,53
Standard,42,12220,41.0,41
Standard,42,12314,94.0,94
Standard,42,12381,67.0,67
Standard,42,12490,109.0,109
Standard,42,12615,125.0,125
Standard,42,12671,56.0,56
Standard,42,12685,14.0,14
Standard,42,12727,42.0,42
Standard,42,12826,99.0,99
Standard,42,12895,69.0,69
Standard,42,12950,55.0,55
Standard,42,12955,5.0,5
Standard,42,13061,106.0,106
Standard,42,13100,39.0,39
Standard,42,13142,42.0,42
Standard,42,13186,44.0,44
Standard,42,13241,55.0,55
Standard,42,13308,67.0,67
Standard,42,13337,29.0,29
Standard,42,13382,45.0,45
Standard,42,13401,19.0,19
Standard,42,13472,71.0,71
Standard,42,13528,56.0,56
Standard,42,13554,26.0,26
Standard,42,13587,33.0,33
Standard,42,13672,85.0,85
Standard,42,13731,59.0,59
Standard,42,13832,101.0,101
Standard,42,13899,67.0,67
Standard,42,13917,18.0,18
Standard,42,13940,23.0,23
Standard,42,14048,108.0,108
Standard,42,14117,69.0,69
Standard,42,14161,44.0,44
Standard,42,14226,65.0,65
Standard,42,14303,77.0,77
Standard,42,14349,46.0,46
Standard,42,14435,86.0,86
Standard,42,14533,98.0,98
Standard,42,14624,91.0,91
Standard,42,14704,80.0,80
Standard,42,14776,72.0,72
Standard,42,14847,71.0,71
Standard,42,14907,60.0,60
Standard,42,14929,22.0,22
Standard,42,14959,30.0,30
Standard,42,15087,128.0,128
Standard,42,15146,59.0,59
Standard,42,15237,91.0,91
Standard,42,15287,50.0,50
Standard,42,15357,70.0,70
Standard,42,15370,13.0,13
Standard,42,15468,98.0,98
Standard,42,15515,47.0,47
Standard,42,15677,162.0,162
Standard,42,15778,101.0,101
Standard,42,15844,66.0,66
Standard,42,15954,110.0,110
Standard,42,16012,58.0,58
Standard,42,16105,93.0,93
Standard,42,16161,56.0,56
Standard,42,16239,78.0,78
Standard,42,16310,71.0,71
Standard,42,16358,48.0,48
Standard,42,16433,75.0,75
Standard,42,16512,79.0,79
Standard,42,16602,90.0,90
Standard,42,16682,80.0,80
Standard,42,16764,82.0,82
Standard,42,16847,83.0,83
Standard,42,16954,107.0,107
Standard,42,17101,147.0,147
Standard,42,17189,88.0,88
Standard,42,17256,67.0,67
Standard,42,17369,113.0,113
Standard,42,17460,91.0,91
Standard,42,17555,95.0,95
Standard,42,17690,135.0,135
Standard,42,17838,148.0,148
Standard,42,17977,139.0,139
Standard,42,18082,105.0,105
Standard,42,18142,60.0,60
Standard,42,18195,53.0,53
Standard,42,18358,163.0,163
Standard,42,18455,97.0,97
Standard,42,18540,85.0,85
Standard,42,18642,102.0,102
Standard,42,18738,96.0,96
Standard,42,18775,37.0,37
Standard,42,18876,101.0,101
Standard,42,18982,106.0,106
Standard,42,19030,48.0,48
Standard,42,19133,103.0,103
Standard,42,19248,115.0,115
Standard,42,19339,91.0,91
Standard,42,19354,15.0,15
Standard,42,19460,106.0,106
Standard,42,19552,92.0,92
Standard,42,19712,160.0,160
Standard,42,19795,83.0,83
Standard,42,19989,194.0,194
Standard,42,20152,163.0,163
Standard,42,20242,90.0,90
Standard,42,20348,106.0,106
Standard,42,20422,74.0,74
Standard,42,20570,148.0,148
Standard,42,20666,96.0,96
Standard,42,20757,91.0,91
Standard,42,20872,115.0,115
Standard,42,21005,133.0,133
Standard,42,21188,183.0,183
Standard,42,21388,200.0,200
Standard,42,21504,116.0,116
Standard,42,21583,79.0,79
Standard,42,21706,123.0,123
Standard,42,21860,154.0,154
Standard,42,21975,115.0,115
Standard,42,22072,97.0,97
Standard,42,22201,129.0,129
Standard,42,22319,118.0,118
Standard,42,22481,162.0,162
Standard,42,22591,110.0,110
Standard,42,22672,81.0,81
Standard,42,22798,126.0,126
Standard,42,22931,133.0,133
Standard,42,23176,245.0,245
Standard,42,23326,150.0,150
Standard,42,23435,109.0,109
Standard,42,23582,147.0,147
Standard,42,23664,82.0,82
Standard,42,23776,112.0,112
Standard,42,23877,101.0,101
Standard,42,24125,248.0,248
Standard,42,24243,118.0,118
Standard,42,24344,101.0,101
Standard,42,24657,313.0,313
Standard,42,25047,390.0,390
Standard,42,25297,250.0,250
Standard,42,25509,212.0,212
Standard,42,25645,136.0,136
Standard,42,25779,134.0,134
Standard,42,26040,261.0,261
Standard,42,26181,141.0,141
Standard,42,26463,282.0,282
Standard,42,26595,132.0,132
Standard,42,26771,176.0,176
Standard,42,27137,366.0,366
Standard,42,27323,186.0,186
Standard,42,27508,185.0,185
Standard,42,27716,208.0,208
Standard,42,27898,182.0,182
Standard,42,28089,191.0,191
Standard,42,28253,164.0,164
Standard,42,28432,179.0,179
Standard,42,28613,181.0,181
Standard,42,28901,288.0,288
Standard,42,29464,563.0,563
